Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,699,India,IND,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,57780,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,702,Singapore,SGP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,131308,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,784,United Arab Emirates,ARE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,164642,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,4181,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,842,USA,USA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,60471,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,688233,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,156,China,CHN,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,640,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,458,Malaysia,MYS,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,72000,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,699,India,IND,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,457811,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,702,Singapore,SGP,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,138014,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,784,United Arab Emirates,ARE,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,19163,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,826,United Kingdom,GBR,,,,,,,,02,Meat and edible meat offal,1,No Quantity,,,,,,,605,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,704489528,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,32,Argentina,ARG,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,39153,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,36,Australia,AUS,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,2071941,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,48,Bahrain,BHR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,848617,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,50,Bangladesh,BGD,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,1422780,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,56,Belgium,BEL,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,54678,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,76,Brazil,BRA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,428326,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,96,Brunei Darussalam,BRN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,30695,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,100,Bulgaria,BGR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,372779,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,124,Canada,CAN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,755634,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,156,China,CHN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,253902817,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,251,France,FRA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,7880948,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,344,"China, Hong Kong SAR",HKG,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,1467316,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,360,Indonesia,IDN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,247983,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,381,Italy,ITA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,1186912,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,392,Japan,JPN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,43483066,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,400,Jordan,JOR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,24108,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,408,Dem. People's Rep. of Korea,PRK,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,41785,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,410,Rep. of Korea,KOR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,8994704,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,414,Kuwait,KWT,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,42200928,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,458,Malaysia,MYS,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,170259916,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,484,Mexico,MEX,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,134890,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,504,Morocco,MAR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,137223,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,528,Netherlands,NLD,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,48543,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,586,Pakistan,PAK,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,304204,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,591,Panama,PAN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,27762,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,608,Philippines,PHL,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,17361,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,634,Qatar,QAT,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,716594,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,682,Saudi Arabia,SAU,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,19553571,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,699,India,IND,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,780045,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,702,Singapore,SGP,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,32225944,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,704,Viet Nam,VNM,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,3238900,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,710,South Africa,ZAF,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,204154,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,752,Sweden,SWE,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,61789,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,757,Switzerland,CHE,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,2254050,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,764,Thailand,THA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,58225114,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,784,United Arab Emirates,ARE,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,16160447,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,804,Ukraine,UKR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,32630651,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,826,United Kingdom,GBR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,1206509,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,834,United Rep. of Tanzania,TZA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,204,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,842,USA,USA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,608333,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,862,Venezuela,VEN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,130545,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,899,"Areas, nes",,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,107610,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,651449330,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,32,Argentina,ARG,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,20195,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,36,Australia,AUS,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,3919043,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,40,Austria,AUT,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,115723,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,48,Bahrain,BHR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,597037,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,50,Bangladesh,BGD,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,5008141,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,56,Belgium,BEL,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,92848,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,76,Brazil,BRA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,26472,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,96,Brunei Darussalam,BRN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,366574,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,100,Bulgaria,BGR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,498143,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,124,Canada,CAN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,900763,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,132,Cabo Verde,CPV,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,93428,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,156,China,CHN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,313342967,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,170,Colombia,COL,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,92064,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,192,Cuba,CUB,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,183729,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,208,Denmark,DNK,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,58423,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,242,Fiji,FJI,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,15525,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,251,France,FRA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,881904,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,276,Germany,DEU,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,56755,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,344,"China, Hong Kong SAR",HKG,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,7637120,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,360,Indonesia,IDN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,152141,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,364,Iran,IRN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,48872,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,368,Iraq,IRQ,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,27597,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,372,Ireland,IRL,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,31026,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,381,Italy,ITA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,1135155,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,392,Japan,JPN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,22070489,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,404,Kenya,KEN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,200433,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,408,Dem. People's Rep. of Korea,PRK,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,186311,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,410,Rep. of Korea,KOR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,5482704,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,414,Kuwait,KWT,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,19600301,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,458,Malaysia,MYS,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,12857185,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,512,Oman,OMN,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,30059,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,528,Netherlands,NLD,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,112315,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,586,Pakistan,PAK,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,567856,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,608,Philippines,PHL,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,31606,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,634,Qatar,QAT,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,545714,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,682,Saudi Arabia,SAU,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,12780640,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,699,India,IND,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,5837363,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,702,Singapore,SGP,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,65708169,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,704,Viet Nam,VNM,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,2380332,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,710,South Africa,ZAF,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,129277,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,752,Sweden,SWE,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,235215,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,757,Switzerland,CHE,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,88002,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,760,Syria,SYR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,20837,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,764,Thailand,THA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,140732111,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,784,United Arab Emirates,ARE,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,16295602,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,804,Ukraine,UKR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,521664,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,826,United Kingdom,GBR,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,4569388,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,842,USA,USA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,4782587,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,899,"Areas, nes",,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,,,,,,,381527,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,2932155,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,156,China,CHN,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,247500,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,392,Japan,JPN,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,1467675,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,410,Rep. of Korea,KOR,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,22000,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,414,Kuwait,KWT,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,2850,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,458,Malaysia,MYS,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,16497,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,699,India,IND,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,15271,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,702,Singapore,SGP,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,6160,,,0
H4,2012,2012,2012,2,0,2,Export,104,Myanmar,MMR,764,Thailand,THA,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,1154202,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,4010061,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,156,China,CHN,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,663500,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,360,Indonesia,IDN,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,23000,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,392,Japan,JPN,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,1275571,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,410,Rep. of Korea,KOR,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,46000,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,414,Kuwait,KWT,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,1425,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,699,India,IND,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,120411,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,702,Singapore,SGP,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,47033,,,0
H4,2013,2013,2013,2,0,2,Export,104,Myanmar,MMR,764,Thailand,THA,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,,,,,,,1787073,,,0
